name,category,max_radio
好再来私房菜,东来顺,0.41377097368240356
扬州炒饭,外婆家,0.3995443880558014
好再来烫面,"必来客, BELIKE",0.2895486652851105
好再来特色牛肉汤,东来顺,0.6795259714126587
早安居豆浆,"蛋挞工坊, Milktars",0.057891443371772766
周记板栗酥,呷哺呷哺,0.6827294230461121
阳光鲜奶吧,珍奶工坊,0.18126799166202545
一招鲜光头鸡,"爱咪欧, Ei mio, Eimio",0.8076764941215515
福安市穆阳恒昌面业公司,张阿姨奶茶,0.15761077404022217
金福熟食店,松竹,0.12191787362098694
脱骨童子鸡,米集盒,0.11660358309745789
好口福美食,"滋蛋仔, MAKA MAKA, MAKAMAKA",0.6524295210838318
擀面郎,淘汰郎,0.0361764095723629
擀面郎,松竹,0.034281548112630844
梅干菜饼,"慕丝, MOUSSE",0.1649596393108368
五谷坊,72街,0.13149666786193848
食为天,九份仙芋,0.02377155050635338
FIRST DREAM烘培,仙Q甜品,0.23486101627349854
老字号南庭和乐,"滋蛋仔, MAKA MAKA, MAKAMAKA",0.7649022936820984
半城时光·二小姐的店,雕刻时光,0.3711410462856293
如臻,老爷锅,0.03143554553389549
星座爱情,"爱思米, Kissme",0.09178359806537628
多福克汉堡店,"汉堡王, BurgerKing",0.3633005619049072
好吃吧,"好伦哥, Origus",0.062195442616939545
涛式大面,"味千拉面, 较大的休闲餐厅连锁经营商",0.15778958797454834
重庆特色面庄,集渔,0.08234276622533798
应记饼铺,左庭右院,0.09573338180780411
光头外卖,"雅山, gazan",0.11600961536169052
好吃不如饺子,"鲜果优, Fresh MIX, FreshMIX",0.397645503282547
元气便当,"百特喜, BAKERS",0.13324573636054993
新千福,新辣道,0.04048220068216324
1日3餐,"乡村基, CSC",0.10494670271873474
小五快餐厅,松竹,0.5117847919464111
二师兄焖饭,凉先绅,0.7915852665901184
赣湘情餐饮,"比格, Big Pizza, BigPizza",0.2437981367111206
好味来卤肉,素百味,0.49641209840774536
锋子面馆,榴芒一族,0.09172015637159348
营养好莱屋,nobibi,0.2281310111284256
小淮娘鸭血粉丝&锅贴,雕刻时光,0.8962379693984985
好再来早点,"华夫班特, waffle bant, wafflebant",0.365876168012619
陕西面皮,"布歌东京, mvuke tokyo, mvuketokyo",0.052245788276195526
十三肋排饭,"麦隆咖啡, MELLOWER",0.1492367535829544
伍记口口相传,"Fuel Espresso, FuelEspresso",0.8691282868385315
德国贵族健康养生厨房健康养生咖啡,"泰迪咖啡, Teddy",0.5944985151290894
盖浇饭,毛家饭店,0.1961144655942917
包笼天下浇头粉面,阿香婆,0.11205407977104187
新食代美食广场,食通天美食广场,0.3898184299468994
好吃点面馆,morozoff,0.14480695128440857
欧汇品,芝士时光,0.11872471868991852
川湘阁大排档,大口九,0.6446965932846069
骨里香熟食店,稻香,0.46904903650283813
黄鹤楼啤酒,小蒙牛,0.2669715881347656
月萌包子店,川江号子,0.3714292645454407
朋友宵夜店,"优芙丝, YOGEN FRUZ, YOGENFRUZ",0.08777085691690445
韩氏多美味,"猫山王, Musang King, MusangKing",0.38631609082221985
过桥米线,蒙自源,0.40021219849586487
多堂腊味饭,傣妹火锅,0.11356054246425629
川吉小炒饺子馆,"觅糖记, MeetDessert",0.8707316517829895
千味世家凉拌菜,喜缘火锅,0.16533979773521423
擀面郎,淘汰郎,0.14141681790351868
擀面郎,黑泷太郎,0.060318056493997574
有缘见面,"动物园咖啡, zoo coffee, zoocoffee",0.12202847003936768
缙云烧饼,黑泷太郎,0.0610029473900795
非尝不可牛肉汤,哆可,0.3039027154445648
方师傅老宁波牛杂面,潘师傅,0.8106565475463867
天津酒楼,水天堂,0.1564437597990036
福建沙县小吃,味蜀吾,0.13488814234733582
花奕轻食,"必来客, BELIKE",0.5493696928024292
回味黑鸭,热辣壹号,0.13279511034488678
JETAIME心悦,"冰雪怪, ICE DEMON, ICEDEMON",0.5260183215141296
鱼米之乡海鲜大排档,"MissMilk酸奶家族, MissMilk",0.4076087176799774
新四方,亚惠美食,0.1393715739250183
回院食府,"德克士, Dicos",0.15386490523815155
外母靓汤,外婆家,0.4746817350387573
青春派韩式炸鸡,乡水源,0.3022587299346924
新四方美食城,"星角, Mango star, Mangostar",0.24443337321281433
先点一碗粉,鱼豆吉,0.2619607150554657
6椰 | coconut6,渝城老妈,0.07033699005842209
新旺佳大饭堂,佳佳基,0.35659274458885193
娟姐健康美食,健康煮,0.9597492814064026
七一一文武圣美食总店,"MissMilk酸奶家族, MissMilk",0.18279848992824554
好机好豆好豆浆,"辛迪果饮, cider drink, ciderdrink",0.22339433431625366
米香香菜馆,"爱思米, Kissme",0.293451726436615
湖南常德牛肉粉,"百特喜, BAKERS",0.3692895174026489
OMG披萨焗饭意面,"索菲克, Sofeco",0.7285757064819336
胡师傅生命之粮,潘师傅,0.9698033332824707
鑫宝菜馆,巴奴,0.03520163521170616
福建小吃,御厨传奇,0.2010970413684845
上海汤包王店,"汉堡王, BurgerKing",0.14273439347743988
河南北舞渡胡辣汤,宇治抹茶,0.42803239822387695
顺旺美食,"MANGO SIX, MANGOSIX",0.31978896260261536
楼下life,凉先绅,0.3062024414539337
甘茶度,茶家,0.087482750415802
葛记肉夹馍,蒸浏记,0.09174604713916779
擀面郎,小尾羊,0.06954365223646164
Ocean,"汉堡王, BurgerKing",0.03694715350866318
浪漫茶屋咖啡奶茶店,"恩茶, ENCHA",0.5176124572753906
好滋味麻辣烫,"SPR咖啡, SPR COFFEE, SPRCOFFEE",0.9154506921768188
好滋味快餐,九鼎轩,0.2509113550186157
乳方希腊酸奶·水果捞,"有茶, YO! Tea, YO!Tea",0.44216305017471313
明海饮食店,一只酸奶牛,0.4013121724128723
广西石磨原味肠粉,许府牛,0.1956140249967575
窖鸡王,东方饺子王,0.1855178028345108
沙县小吃,重庆小天鹅,0.372692734003067
河源石磨肠粉,稻香,0.22959159314632416
乡巴佬熟食,巴乡鱼头,0.6500537991523743
好味道汤粉炒粉炒饭炒面肠粉快餐,松竹,0.5807083249092102
福建小吃千里香馄饨,佰人王串串香,0.33127227425575256
贡茶遇见炸鸡,凉先绅,0.3614066243171692
好滋味美食,巧滋巧味,0.20075315237045288
金秋面食,"冰雪怪, ICE DEMON, ICEDEMON",0.1093778908252716
食为天煲仔饭,巴奴,0.09977180510759354
姐妹小饭店,麻辣小屋,0.10583623498678207
东盛羊汤馆,"猫山王, Musang King, MusangKing",0.12469666451215744
功夫煲仔,蒸功夫,0.879359781742096
功夫煲仔,蒸功夫,0.35919561982154846
哨兵面馆,小尾羊,0.009265516884624958
思香源蛋糕城,稻香,0.6281753182411194
湘遇时尚餐厅,"乡村基, CSC",0.17262011766433716
晨晨早餐,妙茶,0.012055150233209133
阿美鲜快餐店,VQ鲜榨果汁,0.5137970447540283
仟佰伴烤肉拌饭,"图兰朵, Turandot",0.16624398529529572
兴源餐厅,DD熊,0.24584750831127167
深圳市康丰泰饮品有限公司,澳门豆捞,0.21903151273727417
苏记烘焙,佳佳基,0.5255083441734314
可可西里正宗牛肉拉面,电台巷,0.40832284092903137
捞大大轻食鲜果捞,小蒙牛,0.3399161994457245
绝味鸭脖,千味涮,0.4344901442527771
江西好再来饭店,"摩威冰淇淋, movo",0.27533161640167236
蜀舆你骨汤麻辣烫,尚上捞,0.2530309557914734
成益美食,蒸美味,0.1828022003173828
渝胖子新城区炭火蛙锅,巴奴,0.40086570382118225
益碗香馄饨,辣莊,0.23596227169036865
夫妻镇江锅盖面,铁锅门养身香辣馆,0.19271141290664673
MINT薄荷,"新元素, Elementfresh",0.20075945556163788
美食共享惠,"布歌东京, mvuke tokyo, mvuketokyo",0.4862419366836548
Snowy茶,"雪花屋, SNOW HOUSE, SNOWHOUSE",0.15390382707118988
山塘老街面馆,小南国,0.5467855334281921
傻春把子肉,春阳茶事,0.08417888730764389
AI.Cooool,研磨时光,0.20704765617847443
哈尔滨水饺,"泰迪咖啡, Teddy",0.12872228026390076
肥东老母鸡,来必堡,0.19292712211608887
麦德拉,拉芳舍,0.23156505823135376
莫可斯托M.concerto,雪冰,0.26729267835617065
福建正宗千里香馄饨王,可口麦田,0.17842727899551392
广东烧鸭面,"甘杯, COMEBUY",0.2676561176776886
来自法兰西浪漫烘培,烹然四季,0.47667187452316284
武汉周黑鸭,松竹,0.2834806442260742
广东烧鸭面,小尾羊,0.0572974756360054
AZA,"MANGO SIX, MANGOSIX",0.05694481357932091
甏肉干饭快餐,"鲜果优, Fresh MIX, FreshMIX",0.09850140661001205
摩顿,"微咖啡, MicroCoffee",0.07702919095754623
喜家德快餐,喜缘火锅,0.07837624102830887
广东烧鸭面,"冰雪怪, ICE DEMON, ICEDEMON",0.16726377606391907
广东烧鸭面,茶之道,0.3092619478702545
福建沙县小吃,雪冰,0.078708216547966
来檬手作,凉先绅,0.2718232274055481
哥大烘焙,"布歌东京, mvuke tokyo, mvuketokyo",0.12091515958309174
陆河肠粉,西部爵世,0.07332104444503784
潮香客家饭店,佰人王串串香,0.7929026484489441
冯哥冒菜,巴乡鱼头,0.21183966100215912
福建正宗千里香馄饨王,逸美时光,0.3368541896343231
惠州市佳华餐饮管理公司,"帕斯库奇, Pascucc",0.25061094760894775
莲兴快餐店,"利奥尼达斯, LEONIDAS",0.2883549928665161
迎君饭店,探茶,0.08507155627012253
楚天生鲜熟食店,江一湖,0.19894558191299438
近江食府,许府牛,0.19422702491283417
经济饭店,"厚呷, HOUJIA",0.1043713241815567
七埝饭店,乌所味,0.04648305103182793
小鱼豆腐把子肉,小尾羊,0.6393774151802063
好再来大排档,果麦,0.20670737326145172
茶萃吧,茶丸,0.5805880427360535
顺之美餐饮店,佳佳基,0.2596125602722168
五谷香窝窝头,永和豆浆,0.26341280341148376
美味,美滋美,0.033416591584682465
鹿角巷,黑泷太郎,0.11350052803754807
河南烩面,鱼豆吉,0.1893046498298645
京华饭店,毛家饭店,0.18676944077014923
福建沙县小吃,小南国,0.4821857810020447
珠海市香洲德滋味快餐店,优多C,0.5041362047195435
通宵烧烤店,"8波茶, 8 bo tea, 8botea, 8bo tea",0.09495946764945984
湘味木桶饭,"味千拉面, 较大的休闲餐厅连锁经营商",0.21165306866168976
小二夜宵,锅小二,0.23226797580718994
汉中凉皮,小青森,0.19266855716705322
马丁豆豆,"马迭尔, MADIEER",0.2838943898677826
粤皖汤包店,永和豆浆,0.08074886351823807
成记窝窝头,"川国演义, 川锅演义",0.3454098403453827
杭州小笼包,小鱼小牛,0.22470396757125854
兰惹烘焙课堂,"亚柏蜜斯, yobomix",0.3235037922859192
湘赣小厨,小肥羊,0.2510821223258972
叮铛藤椒麻辣烫,乌所味,0.42195847630500793
今晚吃鸡,o2小氧,0.20571942627429962
豪杰天下功夫煲仔,"华夫班特, waffle bant, wafflebant",0.7310712933540344
花式咖啡,"SPR咖啡, SPR COFFEE, SPRCOFFEE",0.19359537959098816
麦祥记,佳佳基,0.4852551221847534
汉堡传奇,"汉堡王, BurgerKing",0.2327079325914383
韩の美味,"味千拉面, 较大的休闲餐厅连锁经营商",0.38285768032073975
D杯水果捞,"维果部落, vingco",0.15406788885593414
小飞侠铁板炒饭,蛙小侠,0.22851364314556122
毕浦小笼,小南国,0.2265123426914215
酱牛招牌杂酱粉,轰咖咖喱饭,0.4986227750778198
茶大红袍,"茶玛, TEAMACC",0.8656231760978699
街吧,小肥羊,0.02033720351755619
烩昌佰味黄焖鸡米饭,川味观,0.7442657947540283
南山美食店,o2小氧,0.8621147871017456
八聋子常德牛肉粉,小肥羊,0.5102187395095825
禾香缘云南过桥米线,"LA NUOVA, LANUOVA",0.7959794998168945
顺发饼店,东来顺,0.32357722520828247
肥叔锅贴,不二锅,0.23099122941493988
潮普美食店,"川国演义, 川锅演义",0.3166272044181824
高鸿棠黄焖鸡米饭,"甜蜜转身, Sweet Corner, SweetCorner",0.4725823998451233
原味汤粉,鱼尚鲜,0.10469664633274078
广扬蛋糕,摸错门牛肚王,0.1558605432510376
木呆呆果吧,"比比客, bbq",0.47956952452659607
林记早午餐店,"觅糖记, MeetDessert",0.1182989552617073
润瑟餐饮有限公司,"新元素, Elementfresh",0.30617520213127136
TaiChi coffee,"瑞幸咖啡, luckin",0.27998846769332886
功夫面,蒸功夫,0.46281519532203674
功夫煲仔饭,蒸功夫,0.8900851011276245
吉茶,"味千拉面, 较大的休闲餐厅连锁经营商",0.31737199425697327
遵义羊肉粉,小尾羊,0.568354606628418
湘约碗事,"李先生, Mrlee",0.23117779195308685
豪大大鸡排,烹大师,0.2149541676044464
辛苦奶茶,鱼一哥,0.4306195378303528
马有布拉面,"味千拉面, 较大的休闲餐厅连锁经营商",0.16407130658626556
新风园麻辣烫,松竹,0.1790914386510849
宝炎牛肉馆,"星巴克, Starbucks",0.1555124968290329
原麦精酿,可口麦田,0.2490098774433136
豪杰天下功夫煲仔,蒸功夫,0.2811546325683594
新牌坊饭店,"爱思米, Kissme",0.18407447636127472
尤卤,"雅山, gazan",0.009569105692207813
韩食小屋韩式炸鸡,品尚豆捞,0.1795664280653
河南包子馒头店,"茶玛, TEAMACC",0.4443506598472595
饭店,荼啡茶,0.0052903080359101295
沙拉·游记,"星期五, FRIDAYS",0.4564385414123535
豪大大鸡排、奶茶,烹大师,0.5344812273979187
面掌柜,东来顺,0.022703878581523895
今星友缘饭店,潘师傅,0.38274919986724854
清真中国蘭州拉面,"星期五, FRIDAYS",0.9659876823425293
桥头排骨,许府牛,0.06620140373706818
姑苏传统小吃,小蒙牛,0.33155637979507446
大弟饭店,大渝火锅,0.11117351055145264
门钉肉饼,"芒不颠, crazymango",0.10832615941762924
马先森 脆皮鸡饭,凉先绅,0.6653485298156738
豪杰天下功夫煲仔,蒸功夫,0.3893396854400635
滋Q ice cream,九鼎轩,0.2335987240076065
西长安餐厅,江一湖,0.1054520532488823
滕江黄焖鸡米饭,滇草香,0.21890667080879211
幸福快餐,松竹,0.10634841024875641
豪杰天下功夫煲仔,蒸功夫,0.49139389395713806
豪杰天下功夫煲仔,香天下,0.5520886778831482
豪杰天下功夫煲仔,真功夫,0.1495160311460495
豪杰天下功夫煲仔,"维果部落, vingco",0.8612985610961914
西关肠粉皇特色猪脚饭,小蒙牛,0.36570557951927185
芬芳砂锅麻辣烫,"刘一手火锅, 重庆刘一手火锅",0.26182350516319275
粤王府,捞王,0.5087573528289795
福建七里香馄饨馆,"泰迪咖啡, Teddy",0.16307929158210754
杭州小笼包,曼妙午后,0.23703843355178833
哆莱客,加拿大百怡咖啡,0.2063254415988922
福源怡家土菜馆,健康煮,0.23745498061180115
金玉食府,如一坊,0.26698634028434753
黄花牛肉手擀面,三不牛腩,0.48889419436454773
龙利达快餐,巴四老城区炭火蛙锅,0.19913560152053833
味蕾私坊,这一锅,0.3019362688064575
中汇奶牛,四季文昌,0.06240546703338623
手工饺子馆,优多C,0.453017920255661
鱼头泡饼,小鱼小牛,0.07291712611913681
叶佳餐馆,不二锅,0.295424222946167
老黄炒麻糍,逸美时光,0.574111819267273
擀面皮细凉面,"乐在甜品, LE JOY, LEJOY",0.17520932853221893
爱尚客汉堡,蜜菓,0.5347752571105957
甜美一度,美滋美,0.18932656943798065
共春园饺子馆,小红袍,0.5170352458953857
开心蛋糕房,小肥羊,0.5181560516357422
正宗老字号煲仔饭,腩潮鲜,0.11099036037921906
功夫手擀面馆,漫猫咖啡,0.3171254098415375
光头佬咸骨煲仔粥爽滑饺子王,八合里海记,0.6478305459022522
功夫煲仔,蒸功夫,0.22626589238643646
鱼来鱼旺,"优芙丝, YOGEN FRUZ, YOGENFRUZ",0.15636958181858063
勾魂面,老爷锅,0.00435858266428113
开心次坞打面,"Stick house, Stickhouse",0.18745610117912292
常德牛肉米粉,榴芒一族,0.1776387244462967
幸福时光蛋糕店,雕刻时光,0.38391804695129395
皖北正宗椒麻鸡,"雅蜜优格, yummy",0.5205418467521667
福建千里香大馄饨,蓝山咖啡,0.4429352581501007
福南记黄焖鸡米饭,满记甜品,0.41059044003486633
RUIRUI私家烘焙,"猫山王, Musang King, MusangKing",0.11467014253139496
荼蘼,大虎老火锅,0.014354310929775238
阿姨早点,"比格, Big Pizza, BigPizza",0.23669807612895966
好滋味麻辣烫,幸福海岸咖啡,0.27865317463874817
华莱士炸鸡汉堡,华莱士,0.9999631643295288
来份儿便当,小尾羊,0.10479164123535156
功夫煲仔,真功夫,0.3603379428386688
蘭沁園·港式奶茶,港芝悦,0.1983407884836197
海鲜遇上面,鲜煮艺小火锅,0.2215663194656372
老猴肠粉,老乡鸡,0.4469059407711029
芝根芝底平潭,"炭茶, THEONE",0.34306472539901733
功夫煲仔,蒸功夫,0.22400738298892975
嘉义火鸡肉饭,千味涮,0.2730313539505005
功夫煲仔,蒸功夫,0.44455087184906006
福建沙县特色小吃,"百特喜, BAKERS",0.8366014957427979
豪大大鸡排,"乡村基, CSC",0.20375528931617737
福建沙县特色小吃,小红袍,0.3336692750453949
涪城米粉,"茶米, CHAME",0.10843208432197571
湖南大众快餐店,"辛迪果饮, cider drink, ciderdrink",0.3494153320789337
本地面馆,公主馋,0.10664843767881393
郑师傅绿豆饼总店,玛丽莲,0.8114123344421387
肥记大排档,牛B奶奶,0.9802939891815186
葵花熟肉,叶子与茶,0.1599474847316742
周记三进锅羊汤馆,陈记顺和潮汕牛肉,0.534990668296814
闽南大排档,港芝悦,0.9602842330932617
永状元过桥米线,"新元素, Elementfresh",0.4722035229206085
釜川道芝士排骨,贺蜜雅,0.8997053503990173
釜山服务区餐厅,小南国,0.201581209897995
橙子炒饭,四季文昌,0.34309256076812744
馋师傅,潘师傅,0.7720232009887695
福建千里香海鲜馄饨,捞王,0.43444228172302246
猫咪事务所,"星期五, FRIDAYS",0.11658825725317001
黄林毛鸡光鸡连锁档,谭鸭血,0.8154371976852417
香香蛋糕,稻香,0.7954214215278625
卤味飘香,健康煮,0.45729950070381165
风味牛肉面,"肯德基, KFC",0.4404532313346863
老地方肠粉店,辣莊,0.3884037733078003
广西老汤面疙瘩,大龙燚,0.09706742316484451
安记石磨肠粉,"维果部落, vingco",0.2756749093532562
经典陕西风味馆,唯客,0.18879535794258118
百姓早点,雪冰,0.3636823892593384
付记云南过桥米线,"比比客, bbq",0.48275741934776306
老钟埭大食堂,蒸功夫,0.22426266968250275
欧德堡1919德式西餐厅,"麦隆咖啡, MELLOWER",0.3867223262786865
桐香圆饭堂,"川国演义, 川锅演义",0.2466612309217453
潭先生,venchi,0.08172158151865005
玛丽莲甜品,玛丽莲,0.999634861946106
杨子饺子铺,辉哥火锅,0.11501628905534744
好吃一碗面,"好伦哥, Origus",0.14942660927772522
里子咖啡,"这里那里, HERE THERE, HERETHERE",0.13901031017303467
一品甜甜圈,甜猫甜品,0.43767812848091125
爱上美食,椒麻鸡,0.1497649848461151
寒舍四样菜,喜棠,0.7014562487602234
一峰情舒,"凡情蒂诺, Valentino",0.41303151845932007
功夫煲仔,蒸功夫,0.22854726016521454
老鸭饭店,辣莊,0.2629601061344147
肥仔饭店,不二锅,0.250409334897995
冯记特味米线,小南国,0.17919757962226868
功夫煲仔饭,功夫小子,0.9006015658378601
老华头牛肉面馆,哆可,0.5563376545906067
腊汁肉夹膜,"米多面多, MIDOU",0.05892395228147507
功夫煲仔饭,蒸功夫,0.5598369240760803
胖嘟嘟饺子,地下铁,0.034117572009563446
壑玺岩茶,荼啡茶,0.6102796196937561
旧时光,"麦当劳, ""MCDONALDS""",0.07782552391290665
锦鸿美食,沙美花庭,0.44093623757362366
老坛酸菜牛肉面,辣莊,0.3275783061981201
功夫熊猫煲仔,许府牛,0.44626298546791077
汉堡皇,"汉堡王, BurgerKing",0.7986864447593689
雅轩私房蛋糕,欢乐柠檬,0.4913610816001892
功夫煲仔饭,蒸功夫,0.4019499719142914
喜利来饼屋,鱼豆吉,0.9422757625579834
农港美食城,morozoff,0.29121920466423035
小安饭店,小尾羊,0.32288432121276855
君临餐馆,香芋仙,0.059409573674201965
一品怡,一品三笑,0.5655020475387573
洪君饭店,"杜佰瑞, ToBeray, ToBeray",0.05002201721072197
化州爽爽糖水,辛发亭,0.1586659848690033
河南胡辣汤早餐,半兽人,0.6686999797821045
开心面馆,鱼豆吉,0.0726822167634964
多多包子店,c多多,0.3072754144668579
淮扬鱼汤面,"葡茶, Port Tea, PortTea",0.18628807365894318
速味居黄焖鸡,"味千拉面, 较大的休闲餐厅连锁经营商",0.33621862530708313
速味居黄焖鸡米饭,麻辣小屋,0.40802255272865295
淮南牛肉面,黔乡牧人,0.16824109852313995
兴家餐厅,黑玉奶茶,0.5473940372467041
原味汤粉隆江猪脚饭,"雅山, gazan",0.46312618255615234
良记东莞烧鹅,老港记,0.3349069058895111
淮南牛肉面馆,许府牛,0.9873752593994141
傅氏过桥米线,大队长主题火锅,0.5398094058036804
宴府私人订制,"比比客, bbq",0.28519490361213684
南通伯莱特餐饮管理有限公司,"新元素, Elementfresh",0.7327560186386108
馋包快餐全国连锁,愉筷,0.2768181264400482
回味奶茶甜品店,师兄芋圆,0.16146531701087952
豪大大香鸡排,"爱思米, Kissme",0.3575497567653656
福建千里香馄饨,黄手艺,0.2761671245098114
全方业餐厅,潘师傅,0.13060057163238525
夏日午後,港芝悦,0.04441188648343086
牛肉面,茶之道,0.11835207790136337
粟记麻辣烫,仁记甜品,0.27406519651412964
张记老北京卤煮,捞王,0.23714840412139893
老丈母面坊,"雪花屋, SNOW HOUSE, SNOWHOUSE",0.27655965089797974
益禾堂,悟茶,0.11927862465381622
啃得呀烧仙草汉堡,"比比客, bbq",0.9393864274024963
ICE CREAM,"冰雪怪, ICE DEMON, ICEDEMON",0.062280215322971344
正宗南京灌汤包,Pokka,0.23767583072185516
清江三鲜面馆,江一湖,0.31851887702941895
甲乙粉,"SPR咖啡, SPR COFFEE, SPRCOFFEE",0.02607542835175991
健华餐厅,华莱士,0.24297793209552765
睦记生煎,左庭右院,0.16255207359790802
锅盖面,百客家,0.16709835827350616
重庆卤味快餐,美滋美,0.2094060778617859
盖世太煲,百世德咖啡,0.17918731272220612
广福记冒菜,"觅糖记, MeetDessert",0.6139003038406372
均渴DK,素百味,0.10772044211626053
便丽猫,玛丽莲,0.13054175674915314
海雲阁,四海游龙,0.011388570070266724
老济南黄焖鸡,"优芙丝, YOGEN FRUZ, YOGENFRUZ",0.3741874098777771
美峰快餐,美滋美,0.45068567991256714
D2蛋糕,研磨时光,0.12626667320728302
盖天下中式快餐连锁,"葡茶, Port Tea, PortTea",0.14798349142074585
豪大大香鸡排,王品台塑牛排,0.39882636070251465
澜记老香港茶点,辉哥火锅,0.39580875635147095
梅の洋品,"瑞幸咖啡, luckin",0.39691999554634094
河南烩面,小南国,0.27141690254211426
天府特味村,Lady7,0.16043657064437866
泰山原浆啤酒,捞王,0.4287523031234741
东风菜店,"歌帝梵, Godiva",0.2648261487483978
淄博众泽汇诚餐饮管理有限公司,"鲜果优, Fresh MIX, FreshMIX",0.6927823424339294
福建沙县小吃,"冰果彩虹, ICEGOBOW",0.6874992251396179
福建沙县小吃,Minimelts,0.7333011627197266
有记快餐店,嘉和一品,0.1635986715555191
翠竹园餐厅,松竹,0.999506950378418
首钢办公厅餐厅,miss宋,0.1352715641260147
福建沙县小吃,江一湖,0.19835948944091797
海上游子老鸭粉丝汤馆,凉先绅,0.21196556091308594
功夫煲仔黄焖鸡米饭,蒙自源,0.1429639756679535
河南人家,小南国,0.27613070607185364
小东北活海鲜专卖大排档,潘师傅,0.38438016176223755
杜氏全羊,"比比客, bbq",0.8442863821983337
明珠麻辣香锅,辣府,0.7931896448135376
佳豪面馆,"甘杯, COMEBUY",0.5019282102584839
勇平饮食店,果麦,0.08190295100212097
江西米粉店,川江号子,0.3164503574371338
河南饭店,东方宫,0.35492175817489624
好·再来排档,豪享来,0.2069704681634903
贵州毕节餐馆,"咖啡陪你, Caffebene",0.09772509336471558
福建沙县小吃,小鱼小牛,0.19959896802902222
张记粉面,虾吃虾涮,0.41046270728111267
创味鸭霸王,关茶,0.2563096880912781
蘇揚小馆,小青森,0.10970057547092438
汉堡小子,功夫小子,0.9358787536621094
悦煌点心,"瑞幸咖啡, luckin",0.15656498074531555
冒蜀黍冒菜,蜀大侠,0.14876416325569153
阿莹烤冷面锡纸花甲粉,"星角, Mango star, Mangostar",0.19531774520874023
悠百佳,椒麻鸡,0.18941377103328705
